Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,cellular protein modification process (GO:0006464), 7/1025,0.5811114643693371,0.6927377497660864,SPRR2E;PTPRZ1;AMTN;PI3;SPRR1A;DUSP9;SPRR1B
GO_Biological_Process_2021,regulation of nucleic acid-templated transcription (GO:1903506), 3/430,0.5822815337600765,0.6927377497660864,BNC1;HOXD13;ZNF488
GO_Biological_Process_2021,protein targeting (GO:0006605), 1/125,0.5855562566762119,0.6933859636165867,HAP1
GO_Biological_Process_2021,regulation of phosphorylation (GO:0042325), 1/125,0.5855562566762119,0.6933859636165867,BMP7
GO_Biological_Process_2021,cellular response to hypoxia (GO:0071456), 1/131,0.6027688662081692,0.7121083349622092,BMP7
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)", 15/2244,0.615309408545408,0.7216984086724917,FOXE1;DLX5;BNC1;DMRT2;DLX6;IRX4;EN1;HR;HOXD13;HOXD11;FOXN1;BMP7;HOXD10;ZNF488;TP63
GO_Biological_Process_2021,protein localization to plasma membrane (GO:0072659), 1/136,0.6165691129209869,0.7216984086724917,MRAP2
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862), 1/136,0.6165691129209869,0.7216984086724917,PTHLH
GO_Biological_Process_2021,organic substance transport (GO:0071702), 1/136,0.6165691129209869,0.7216984086724917,RHCG
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861), 1/137,0.6192714963196077,0.7231952186904843,PTHLH
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127), 5/764,0.6233359728318438,0.7242067677346761,SERPINB3;NTRK2;BNC1;PTHLH;KRT6A
GO_Biological_Process_2021,potassium ion transmembrane transport (GO:0071805), 1/139,0.6246196610917834,0.7242067677346761,KCNG1
GO_Biological_Process_2021,neuron projection morphogenesis (GO:0048812), 1/140,0.627265704337121,0.7242067677346761,BMP7
GO_Biological_Process_2021,protein localization to cell periphery (GO:1990778), 1/140,0.627265704337121,0.7242067677346761,MRAP2
GO_Biological_Process_2021,enzyme linked receptor protein signaling pathway (GO:0007167), 1/140,0.627265704337121,0.7242067677346761,NTRK2
GO_Biological_Process_2021,chromatin organization (GO:0006325), 1/142,0.6325023605752406,0.7250053053352412,PADI3
GO_Biological_Process_2021,protein localization to organelle (GO:0033365), 1/142,0.6325023605752406,0.7250053053352412,BMP7
GO_Biological_Process_2021,negative regulation of nucleic acid-templated transcription (GO:1903507), 3/464,0.6339162237279931,0.7250053053352412,FOXE1;BMP7;TP63
GO_Biological_Process_2021,negative regulation of DNA-binding transcription factor activity (GO:0043433), 1/143,0.6350932300672881,0.7250053053352412,BMP7
GO_Biological_Process_2021,monocarboxylic acid metabolic process (GO:0032787), 1/143,0.6350932300672881,0.7250053053352412,ADH7
GO_Biological_Process_2021,negative regulation of cell migration (GO:0030336), 1/144,0.6376659633310202,0.7263101106999064,KRT16
GO_Biological_Process_2021,regulation of cellular macromolecule biosynthetic process (GO:2000112), 3/468,0.6396944322658303,0.7269905404721294,BNC1;HOXD13;ZNF488
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065), 2/310,0.641331041755003,0.727223591990048,DUSP9;TP63
GO_Biological_Process_2021,positive regulation of intracellular protein transport (GO:0090316), 1/148,0.6477780418303583,0.7312694338884933,TP63
GO_Biological_Process_2021,positive regulation of transferase activity (GO:0051347), 1/148,0.6477780418303583,0.7312694338884933,NTRK2
GO_Biological_Process_2021,brain development (GO:0007420), 1/150,0.6527284998446612,0.7352241195589533,HAP1
GO_Biological_Process_2021,cellular response to cytokine stimulus (GO:0071345), 3/482,0.6594183006679415,0.7411161432285714,GBP6;PTPRZ1;IL36G
GO_Biological_Process_2021,regulation of signal transduction by p53 class mediator (GO:1901796), 1/156,0.6671691580087509,0.744883367622957,TP63
GO_Biological_Process_2021,regulation of cell differentiation (GO:0045595), 1/156,0.6671691580087509,0.744883367622957,PTHLH
GO_Biological_Process_2021,peptidyl-serine phosphorylation (GO:0018105), 1/156,0.6671691580087509,0.744883367622957,PNCK
GO_Biological_Process_2021,cellular response to starvation (GO:0009267), 1/158,0.6718489529732262,0.7468255319702384,DAPL1
GO_Biological_Process_2021,organonitrogen compound biosynthetic process (GO:1901566), 1/158,0.6718489529732262,0.7468255319702384,CERS3
GO_Biological_Process_2021,protein autophosphorylation (GO:0046777), 1/159,0.6741642919225134,0.7477630137481153,NTRK2
GO_Biological_Process_2021,intracellular protein transport (GO:0006886), 2/336,0.6845786188613912,0.7570303496463145,HAP1;SNX31
GO_Biological_Process_2021,heart development (GO:0007507), 1/164,0.68549992290808,0.7570303496463145,BMP7
GO_Biological_Process_2021,regulation of neuron projection development (GO:0010975), 1/165,0.6877196152729813,0.757834196439641,NTRK2
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408), 1/166,0.6899237524013201,0.7586174593503693,NTRK2
GO_Biological_Process_2021,peptidyl-serine modification (GO:0018209), 1/169,0.6964439111002003,0.7641328441444962,PNCK
GO_Biological_Process_2021,neuron projection development (GO:0031175), 1/171,0.7007148718285032,0.767161971743275,BMP7
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435), 2/351,0.7075463345096814,0.7729753503890714,COL7A1;COL4A6
GO_Biological_Process_2021,mitochondrion organization (GO:0007005), 1/175,0.7090786153648152,0.7729869884234466,HAP1
GO_Biological_Process_2021,negative regulation of immune response (GO:0050777), 1/178,0.7151987485317098,0.7779892168182196,PTHLH
GO_Biological_Process_2021,negative regulation of cytokine production (GO:0001818), 1/182,0.7231605080606195,0.784969098493151,LGALS7
GO_Biological_Process_2021,endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888), 1/185,0.7289864400789324,0.7896057815780334,COL7A1
GO_Biological_Process_2021,positive regulation of protein phosphorylation (GO:0001934), 2/371,0.7360000339241256,0.7944272292666164,NTRK2;BMP7
GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087), 1/189,0.7365654035129455,0.7944272292666164,NTRK2
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113), 3/547,0.7408032926245589,0.7973052386721947,FOXE1;BMP7;TP63
GO_Biological_Process_2021,protein localization to membrane (GO:0072657), 1/195,0.7475410237691524,0.8028558986780748,MRAP2
GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532), 1/198,0.7528573407442802,0.806859766029735,BMP7
GO_Biological_Process_2021,regulation of macromolecule metabolic process (GO:0060255), 1/200,0.7563396476796467,0.8088853495184433,PTHLH
GO_Biological_Process_2021,regulation of protein kinase B signaling (GO:0051896), 1/207,0.7681484590487231,0.8197886915898137,NTRK2
GO_Biological_Process_2021,negative regulation of inflammatory response (GO:0050728), 1/212,0.7762337033527028,0.8266807574489999,PTHLH
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401), 1/214,0.779388851147206,0.8283044694200432,NTRK2
GO_Biological_Process_2021,regulation of cell migration (GO:0030334), 2/408,0.7824796401995415,0.8291582354508813,SERPINB3;KRT16
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357), 13/2206,0.7834566004260296,0.8291582354508813,TENM2;FOXE1;DLX5;DMRT2;DLX6;IRX4;EN1;HR;HOXD13;HOXD11;FOXN1;HOXD10;TP63
GO_Biological_Process_2021,cellular response to lipid (GO:0071396), 1/219,0.7870847949460363,0.8312662699222172,IL36G
GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147), 1/221,0.79008799753697,0.8327068521758937,SERPINB3
GO_Biological_Process_2021,organelle organization (GO:0006996), 2/420,0.7959473574001215,0.8371454607852209,KRT16;KRT13
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)", 5/948,0.7988683059298546,0.8384816103561284,TENM2;FOXE1;EN1;BMP7;TP63
GO_Biological_Process_2021,regulation of autophagy (GO:0010506), 1/231,0.8044846483955038,0.8426354667730226,DAPL1
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531), 2/437,0.8137725161355405,0.8490694769628422,NTRK2;TP63
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221), 3/621,0.8139701481907563,0.8490694769628422,SERPINB2;PTPRZ1;IL36G
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327), 1/253,0.8327979195767575,0.8669289818544934,NTRK2
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)", 6/1183,0.8422496222358024,0.8749750676805473,FOXE1;DLX5;BNC1;HOXD13;BMP7;TP63
GO_Biological_Process_2021,protein-containing complex assembly (GO:0065003), 1/267,0.8486549721150694,0.879830052723378,COL7A1
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335), 1/269,0.8507948834526069,0.8802521401098254,SERPINB3
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066), 2/485,0.8568608949062089,0.8847262898625083,NTRK2;PTPRZ1
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122), 3/684,0.8618322622100875,0.8880543391535992,TENM2;FOXE1;EN1
GO_Biological_Process_2021,protein phosphorylation (GO:0006468), 2/496,0.8653693980658075,0.8897693322779904,NTRK2;PNCK
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068), 1/286,0.8678124347428955,0.8897693322779904,DUSP9
GO_Biological_Process_2021,proteolysis (GO:0006508), 1/287,0.8687511590745733,0.8897693322779904,TMPRSS11D
GO_Biological_Process_2021,regulation of cell cycle (GO:0051726), 1/296,0.8769073100498397,0.8963157213386692,BMP7
GO_Biological_Process_2021,MAPK cascade (GO:0000165), 1/303,0.882901302622376,0.9006302444421024,DUSP9
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981), 3/742,0.8960515311333903,0.9122127811939122,TP53AIP1;DUSP9;TP63
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701), 1/323,0.8984766064488715,0.9128522321520536,IL36G
GO_Biological_Process_2021,cellular protein localization (GO:0034613), 1/329,0.9027346727807604,0.9153477320810904,SNX31
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523), 2/566,0.9095350254253682,0.9204059619842372,BMP7;PTHLH
GO_Biological_Process_2021,post-translational protein modification (GO:0043687), 1/345,0.9132421548657657,0.922320108691469,AMTN
GO_Biological_Process_2021,protein transport (GO:0015031), 1/369,0.9269266523162492,0.9342832130489178,SNX31
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285), 1/379,0.9319748156221122,0.9375112996753128,PTHLH
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267), 1/417,0.94819328505338,0.9519410845990454,AMTN
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944), 3/908,0.9561223865991906,0.9580082295707866,DLX5;HOXD13;TP63
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533), 1/546,0.9795292355847516,0.9795292355847516,NTRK2
